"COMPANY_NAME"	"IS_DEALER"	"ACCOUNT_CODE"	"POSTAL_ADDRESS"	"STATEMENT_EMAIL"	"STATEMENT_FAX"	"STATEMENT_DELIVERY"	"COMMISSION"	"DAYS_TO_PAY"	"M_CURRENCY"	"LAST_CLOSE_BALANCE"	"LAST_CLOSE_CURRENCY"	"LAST_CLOSE_MONTH"	"COMMISSION_BUDGETLINER"	"COMMISSION_SLEEPLINER"	"CONTROLLER"	"COUNTRY"	"EXPORT_DEBTORS"	"IS_CURRENT"	"VAT_NUMBER"	"DEBTOR_TYPE"	"BILLING_PERIOD"	"STATEMENT_DETAILS"	"ACC_CONTACT_PERSON"	"DATE_CREATED"	"RELATED_PARTY"	"LAST_UPDATED"	"LAST_SYNC"	"SAGE_SITE"	"CC_ACCOUNT_NO"	"COMMISSION_BAGGAGE"	"INV_CUTOFF"	"TERMS"	"CREDIT_LIMIT"	"PAYMENT_DATE"	"CUTOFF_DAY"	"PAYMENT_DAY"	"NORMAL_LIMIT_APPROVED_BY"	"SPECIAL_CREDIT_LIMIT"	"SPECIAL_LIMIT_APPROVED_BY"	"SPECIAL_LIMIT_EXPIRY_DATE"	"SHOPPING_BASKET_RESTRICTION"	"STATEMENT_REMINDER"
"Zion Christian Church Zimbabwe"	"Y"	"ZIO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MAGSA"	"Y"	"MAG001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	11/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Edna"	"Y"	"EDN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"North West University"	"Y"	"NOR002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Triangle group"	"Y"	"TR1001"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Majuba Manskoshuis"	"Y"	"MAJ001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Noordwyk Secondary School"	"Y"	"NOO002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Truworths"	"Y"	"TRU001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	22/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Griqualand-West Rugby Union"	"Y"	"GRI001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Bay Christian Family Church"	"Y"	"THE015"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cliff Matsha"	"Y"	"CLI005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Johan Pienaar"	"Y"	"JOH005"	"77 van Heerden Street,
Capital Park, Pretoria
"	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Johan"	04/JUL/18	"N"	04/JUL/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Hlangani Ezweni Trading and Projects"	"Y"	"HLA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	06/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Tshwanelo Mabelane"	"Y"	"TSH004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	06/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Growthpoint Properties"	"Y"	"GRO004"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/JUL/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Mafoko Matthews"	"Y"	"MAF001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Huis Francie van Zijl"	"Y"	"HUI003"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	31/JUL/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Willem Niemand"	"Y"	"WIL005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CJP Chemicals"	"Y"	"CJP001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Babirwa Travel"	"Y"	"BAB001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Day String International Church"	"Y"	"DAY001"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	15/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Domiday Distributors (PTY) Ltd"	"Y"	"DOM002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	15/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Siviwe Matoti"	"Y"	"SIV001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MIL Ombud / Emperors"	"Y"	"MIL003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Pretoria High School for Girls"	"Y"	"PRE006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	23/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SAPS"	"Y"	"SAP008"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	23/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ZIMRA  PLUMTREE"	"Y"	"ZIM015"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	23/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"The Private Hotel School"	"Y"	"THE019"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	29/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Old Apostolic Church"	"Y"	"OLD003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	04/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"African Unity Health (PTY) Ltd"	"Y"	"AFR006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	04/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Food & Trees for Africa"	"Y"	"FOO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	04/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Fabulous Cape Tours"	"Y"	"FAB001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CHA006"	"Y"	"CHA006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	06/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Namtrans"	"Y"	"NAM002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	06/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mike Taljaard"	"Y"	"MIK001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"sehlile nkomo"	"Y"	"SEH003"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Justgo (PTY) LTD"	"Y"	"1851"	"99 Jip De Jager Drive
Riesling House
the Vineyards Office Estate
Bellville, 7530"	"elmie.venter@justgo.co.za"	""	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	"Adri Botha"	10/SEP/18	"N"	06/JUN/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Laerskool Impala"	"Y"	"LAE003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Hester Naude"	"Y"	"HES001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Christian Revival Church CRC (Upington)"	"Y"	"CHR007"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Silver Lakes Home Owners Association NPC"	"Y"	"SIL002"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/SEP/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Abegail Daniels"	"Y"	"ABE001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	17/SEP/21	17/SEP/21	"IFL01"	""	20	""			""			-100	0	-100	0	"N"	"Y"
"GAL002"	"Y"	"GAL002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	12/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Galaxy Travel Bureau (Private) Ltd"	"Y"	"GAL003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	13/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Malindi Thabelo"	"Y"	"MAL002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	14/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MJ1001"	"Y"	"MJ1001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Just Go"	"Y"	"JUS002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Just Go"	"Y"	"JUS003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"NKO001"	"Y"	"NKO001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ISR001"	"Y"	"ISR001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KWA004"	"Y"	"KWA004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"LON002"	"Y"	"LON002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	19/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"EP Rugby"	"Y"	"EPR001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	19/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MAJ002"	"Y"	"MAJ002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Take A Tour (Pty) Ltd"	"Y"	"1852"	"7 Einstein Street, 
Highveld-TechnoPark, 
Centurion, 
0169
TEL 012 9944012"	"joe@takeatour.co.za "	""	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"W"	"N"	"Joseph Molobi"	20/SEP/18	"N"	20/SEP/18	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"BWC001"	"Y"	"BWC001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Henk Swannevelder"	"Y"	"HEN003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"TSG001"	"Y"	"TSG001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	21/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"KAY001"	"Y"	"KAY001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GRE003"	"Y"	"GRE003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cindy Myburgh"	"Y"	"CIN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ZIO003"	"Y"	"ZIO003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"AJS001"	"Y"	"AJS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GAS002"	"Y"	"GAS002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	27/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"SASCOC"	"Y"	"SAS004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	28/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mahika Safaris (Pty) Ltd"	"Y"	"MAH001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"CRESCO Tours"	"Y"	"CRE002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	02/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Dearborn Community Chorus"	"Y"	"DEA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	24/OCT/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Carma Systems"	"Y"	"1840"	"47 Hans Strijdom Ave,
Lyttleton, 
Centurion,
0157
Tel: 012 664 5593"	"justine@carmasystems.co.za or carmasupport@carmasystems.co.za"	"012 6643968"	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"B"	"M"	"N"	"Justine"	09/NOV/17	"N"	09/NOV/17	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"New Apostolic Church Southern Africa"	"Y"	"NEW005"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	10/NOV/17	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Brian Chitera"	"Y"	"BRI003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/JAN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"MAT002"	"Y"	"MAT002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	31/JAN/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Zimbabwe US Alumni Association"	"Y"	"ZIM013"	""	""	""	""			"US Dollar"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	19/FEB/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"South African Nursing Council"	"Y"	"SOU003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/MAR/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Helshoogte Mens Residence"	"Y"	"HEL002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	28/MAY/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sasria SOC Limited"	"Y"	"SAS002"	"36 Fricker Road,
Illovo, Sandton, 2196
+27 11 214 0800 / 086 172 7742"	"claims@sasria.co.za"	"+27 11 447 8630"	"N"	0	30	"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4140119340"	"X"	"M"	"N"	"Anita du Plessis"	06/JUN/18	"N"	12/FEB/19	13/AUG/19	"IFM01"	""	20	""			""				0			"N"	"Y"
"Monte Vista Primary"	"Y"	"MON003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mount Sunset Primary School"	"Y"	"MOU003"	""	""	""	""			"Zim Bond Note"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	18/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"St. Peters Prep School"	"Y"	"ST.003"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	20/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mafori Mphahlele"	"Y"	"MAF002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/JUL/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mandunda Egara Iyongombe"	"Y"	"MAN006"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	01/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Habonim Dror Cape Town"	"Y"	"HAB001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	07/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Morgan Mositwane"	"Y"	"MOR001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	08/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Tidimalong Primary School"	"Y"	"TID001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	29/AUG/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"PHA001"	"Y"	"PHA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	26/SEP/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sutton Park School"	"Y"	"SPS001"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"VUS001"	"Y"	"VUS001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"GRE004"	"Y"	"GRE004"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	03/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"National Tickets (USD)"	"Y"	"1853"	"E5, 3D Centre,
Strathoven Shopping Centre, 
Harare, 
Zimbabwe
tel 00263 4308948"	"macmilan@nationaltickets.co.zw"	""	"E"	10	7	"US Dollar"		""		0	0	"A"	"I"	"Y"	"Y"	""	"B"	"W"	"N"	" Macmilan Murebwa"	04/OCT/18	"N"	31/JUL/19	13/AUG/19	"ZMZ01"	""	20	""			""				0			"N"	"Y"
"MAN Tulisa Park"	"Y"	"MAN007"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	04/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mr. A.T. Buchan"	"Y"	"BUC003"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"ONE002"	"Y"	"ONE002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Sean Martin"	"Y"	"SEA002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	05/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"JUD002"	"Y"	"JUD002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	08/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Galaxy Travel Bureau"	"Y"	"0007"	"10 Parkade Centre, 
Fife Street, 
Bulawayo

Tel 00 263 965061 / 4"	""	""	"E"	9.2	7	"Zim Bond Note"		""		0	0	"A"	"I"	"Y"	"Y"	""	"B"	"M"	"N"	"Heather Vosloo"	08/OCT/18	"N"	18/JUN/21	13/AUG/19	"ZMZ01"	""	20	""	12	2323	""		2	2147476431	2322	2122632888	20210909	"N"	"Y"
"ZEN001"	"Y"	"ZEN001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	08/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Galaxy Travel Bureau (BOND NOTE)"	"Y"	"1855"	"10 Parkade Centre, 
Fife Street, 
Bulawayo

Tel 00263 965061/4"	"sithabileaccounts@galaxytravel.co.zw"	""	"E"	10	7	"Zim Bond Note"		""		0	0	"A"	"I"	"Y"	"Y"	""	"B"	"W"	"N"	"Heather Vosloo"	08/OCT/18	"N"	31/JAN/19	13/AUG/19	"ZMZ01"	""	20	""			""				0			"N"	"Y"
"Kaylin Tours"	"Y"	"KAY002"	""	""	""	"N"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	11/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Cullinan Holdings Ltd t/a Springbok Atlas Charter"	"N"	"SPR001"	"94 Voortrekker Rd, 
Salt River, Cape Town, 7925
021 506 2500"	"Stanton.Ryneveldt@springbokatlas.com"	"021 510 6303"	"E"	0		"S.A. Rand"		""		0	0	"A"	"S"	"Y"	"Y"	"4110266212"	"C"	"W"	"N"	"Stanton Ryneveldt "	25/JUN/13	"N"	09/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Eco Logical Safaris & Travel"	"Y"	"1856"	"119B Fife Street, 
Bulawayo

Tel 00263974768/74769/74752"	"enquiries@travelshop.co.za"	""	"E"	10	7	"S.A. Rand"		""		0	0	"A"	"I"	"Y"	"Y"	""	"B"	"W"	"N"	""	09/OCT/18	"N"	09/OCT/18	13/AUG/19	"ZMZ01"	""	20	""			""				0			"N"	"Y"
"Eco Logical Safaris & Travel"	"Y"	"1857"	"119B Fife Street,
Bulawayo
Tel 00263974768/74769/74752"	" enquiries@travelshop.co.za"	""	"E"	10	7	"Zim Bond Note"		""		0	0	"A"	"I"	"Y"	"Y"	""	"B"	"W"	"N"	""	09/OCT/18	"N"	09/OCT/18	13/AUG/19	"ZMZ01"	""	20	""			""				0			"N"	"Y"
"LOR002"	"Y"	"LOR002"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	09/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
"Mwadikange Kaulinge Secondary School"	"Y"	"MWA001"	""	""	""	""			"S.A. Rand"		""				"A"	"S"	"Y"	"Y"	""	"C"	"M"	"N"	""		"N"	09/OCT/18	13/AUG/19	""	""	20	""			""				0			"N"	"Y"
